"INDIC","Indicator","LOCATION","Country","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CST","Constant 2015 PPPs","DNK","Denmark","2009","2009","OECDIDX","OECD=100","0","Units",,,120,,
"CST","Constant 2015 PPPs","DNK","Denmark","2010","2010","OECDIDX","OECD=100","0","Units",,,118,,
"CST","Constant 2015 PPPs","DNK","Denmark","2011","2011","OECDIDX","OECD=100","0","Units",,,118,,
"CST","Constant 2015 PPPs","DNK","Denmark","2012","2012","OECDIDX","OECD=100","0","Units",,,117,,
"CST","Constant 2015 PPPs","DNK","Denmark","2013","2013","OECDIDX","OECD=100","0","Units",,,116,,
"CST","Constant 2015 PPPs","DNK","Denmark","2014","2014","OECDIDX","OECD=100","0","Units",,,115,,
"CST","Constant 2015 PPPs","DNK","Denmark","2015","2015","OECDIDX","OECD=100","0","Units",,,115,,
"CST","Constant 2015 PPPs","DNK","Denmark","2016","2016","OECDIDX","OECD=100","0","Units",,,116,,
"CST","Constant 2015 PPPs","DNK","Denmark","2017","2017","OECDIDX","OECD=100","0","Units",,,115,,
"CST","Constant 2015 PPPs","DNK","Denmark","2018","2018","OECDIDX","OECD=100","0","Units",,,115,,
"CST","Constant 2015 PPPs","DNK","Denmark","2019","2019","OECDIDX","OECD=100","0","Units",,,116,,
"PPP","Purchasing Power Parities","FIN","Finland","2009","2009","NATUSD","National currency per US dollar","0","Units",,,0.896,,
"PPP","Purchasing Power Parities","FIN","Finland","2010","2010","NATUSD","National currency per US dollar","0","Units",,,0.9,,
"PPP","Purchasing Power Parities","FIN","Finland","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.898,,
"PPP","Purchasing Power Parities","FIN","Finland","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.908,,
"PPP","Purchasing Power Parities","FIN","Finland","2013","2013","NATUSD","National currency per US dollar","0","Units",,,0.905,,
"PPP","Purchasing Power Parities","FIN","Finland","2014","2014","NATUSD","National currency per US dollar","0","Units",,,0.907,,
"PPP","Purchasing Power Parities","FIN","Finland","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.908,,
"PPP","Purchasing Power Parities","FIN","Finland","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.881,,
"PPP","Purchasing Power Parities","FIN","Finland","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.863,,
"PPP","Purchasing Power Parities","FIN","Finland","2018","2018","NATUSD","National currency per US dollar","0","Units",,,0.858,,
"PPP","Purchasing Power Parities","FIN","Finland","2019","2019","NATUSD","National currency per US dollar","0","Units",,,0.86,,
"CPL","Comparative Price Levels","FIN","Finland","2009","2009","OECDIDX","OECD=100","0","Units",,,123,,
"CPL","Comparative Price Levels","FIN","Finland","2010","2010","OECDIDX","OECD=100","0","Units",,,117,,
"CPL","Comparative Price Levels","FIN","Finland","2011","2011","OECDIDX","OECD=100","0","Units",,,119,,
"CPL","Comparative Price Levels","FIN","Finland","2012","2012","OECDIDX","OECD=100","0","Units",,,115,,
"CPL","Comparative Price Levels","FIN","Finland","2013","2013","OECDIDX","OECD=100","0","Units",,,122,,
"CPL","Comparative Price Levels","FIN","Finland","2014","2014","OECDIDX","OECD=100","0","Units",,,124,,
"CPL","Comparative Price Levels","FIN","Finland","2015","2015","OECDIDX","OECD=100","0","Units",,,114,,
"CPL","Comparative Price Levels","FIN","Finland","2016","2016","OECDIDX","OECD=100","0","Units",,,112,,
"CPL","Comparative Price Levels","FIN","Finland","2017","2017","OECDIDX","OECD=100","0","Units",,,113,,
"CPL","Comparative Price Levels","FIN","Finland","2018","2018","OECDIDX","OECD=100","0","Units",,,115,,
"CPL","Comparative Price Levels","FIN","Finland","2019","2019","OECDIDX","OECD=100","0","Units",,,112,,
"CUR","Current PPPs","FIN","Finland","2009","2009","OECDIDX","OECD=100","0","Units",,,112,,
"CUR","Current PPPs","FIN","Finland","2010","2010","OECDIDX","OECD=100","0","Units",,,110,,
"CUR","Current PPPs","FIN","Finland","2011","2011","OECDIDX","OECD=100","0","Units",,,111,,
"CUR","Current PPPs","FIN","Finland","2012","2012","OECDIDX","OECD=100","0","Units",,,108,,
"CUR","Current PPPs","FIN","Finland","2013","2013","OECDIDX","OECD=100","0","Units",,,106,,
"CUR","Current PPPs","FIN","Finland","2014","2014","OECDIDX","OECD=100","0","Units",,,104,,
"CUR","Current PPPs","FIN","Finland","2015","2015","OECDIDX","OECD=100","0","Units",,,103,,
"CUR","Current PPPs","FIN","Finland","2016","2016","OECDIDX","OECD=100","0","Units",,,105,,
"CUR","Current PPPs","FIN","Finland","2017","2017","OECDIDX","OECD=100","0","Units",,,106,,
"CUR","Current PPPs","FIN","Finland","2018","2018","OECDIDX","OECD=100","0","Units",,,107,,
"CUR","Current PPPs","FIN","Finland","2019","2019","OECDIDX","OECD=100","0","Units",,,106,,
"CST","Constant 2015 PPPs","FIN","Finland","2009","2009","OECDIDX","OECD=100","0","Units",,,114,,
"CST","Constant 2015 PPPs","FIN","Finland","2010","2010","OECDIDX","OECD=100","0","Units",,,114,,
"CST","Constant 2015 PPPs","FIN","Finland","2011","2011","OECDIDX","OECD=100","0","Units",,,114,,
"CST","Constant 2015 PPPs","FIN","Finland","2012","2012","OECDIDX","OECD=100","0","Units",,,111,,
"CST","Constant 2015 PPPs","FIN","Finland","2013","2013","OECDIDX","OECD=100","0","Units",,,109,,
"CST","Constant 2015 PPPs","FIN","Finland","2014","2014","OECDIDX","OECD=100","0","Units",,,106,,
"CST","Constant 2015 PPPs","FIN","Finland","2015","2015","OECDIDX","OECD=100","0","Units",,,104,,
"CST","Constant 2015 PPPs","FIN","Finland","2016","2016","OECDIDX","OECD=100","0","Units",,,105,,
"CST","Constant 2015 PPPs","FIN","Finland","2017","2017","OECDIDX","OECD=100","0","Units",,,106,,
"CST","Constant 2015 PPPs","FIN","Finland","2018","2018","OECDIDX","OECD=100","0","Units",,,106,,
"CST","Constant 2015 PPPs","FIN","Finland","2019","2019","OECDIDX","OECD=100","0","Units",,,106,,
"PPP","Purchasing Power Parities","FRA","France","2009","2009","NATUSD","National currency per US dollar","0","Units",,,0.862,,
"PPP","Purchasing Power Parities","FRA","France","2010","2010","NATUSD","National currency per US dollar","0","Units",,,0.854,,
"PPP","Purchasing Power Parities","FRA","France","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.841,,
"PPP","Purchasing Power Parities","FRA","France","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.844,,
"PPP","Purchasing Power Parities","FRA","France","2013","2013","NATUSD","National currency per US dollar","0","Units",,,0.812,,
"PPP","Purchasing Power Parities","FRA","France","2014","2014","NATUSD","National currency per US dollar","0","Units",,,0.808,,
"PPP","Purchasing Power Parities","FRA","France","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.808,,
"PPP","Purchasing Power Parities","FRA","France","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.78,,
"PPP","Purchasing Power Parities","FRA","France","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.766,,
"PPP","Purchasing Power Parities","FRA","France","2018","2018","NATUSD","National currency per US dollar","0","Units",,,0.756,,
"PPP","Purchasing Power Parities","FRA","France","2019","2019","NATUSD","National currency per US dollar","0","Units",,,0.754,,
"CPL","Comparative Price Levels","FRA","France","2009","2009","OECDIDX","OECD=100","0","Units",,,118,,
"CPL","Comparative Price Levels","FRA","France","2010","2010","OECDIDX","OECD=100","0","Units",,,111,,
"CPL","Comparative Price Levels","FRA","France","2011","2011","OECDIDX","OECD=100","0","Units",,,111,,
"CPL","Comparative Price Levels","FRA","France","2012","2012","OECDIDX","OECD=100","0","Units",,,107,,
"CPL","Comparative Price Levels","FRA","France","2013","2013","OECDIDX","OECD=100","0","Units",,,110,,
"CPL","Comparative Price Levels","FRA","France","2014","2014","OECDIDX","OECD=100","0","Units",,,110,,
"CPL","Comparative Price Levels","FRA","France","2015","2015","OECDIDX","OECD=100","0","Units",,,102,,
"CPL","Comparative Price Levels","FRA","France","2016","2016","OECDIDX","OECD=100","0","Units",,,99,,
"CPL","Comparative Price Levels","FRA","France","2017","2017","OECDIDX","OECD=100","0","Units",,,100,,
"CPL","Comparative Price Levels","FRA","France","2018","2018","OECDIDX","OECD=100","0","Units",,,102,,
"CPL","Comparative Price Levels","FRA","France","2019","2019","OECDIDX","OECD=100","0","Units",,,98,,
"CUR","Current PPPs","FRA","France","2009","2009","OECDIDX","OECD=100","0","Units",,,102,,
"CUR","Current PPPs","FRA","France","2010","2010","OECDIDX","OECD=100","0","Units",,,102,,
"CUR","Current PPPs","FRA","France","2011","2011","OECDIDX","OECD=100","0","Units",,,102,,
"CUR","Current PPPs","FRA","France","2012","2012","OECDIDX","OECD=100","0","Units",,,100,,
"CUR","Current PPPs","FRA","France","2013","2013","OECDIDX","OECD=100","0","Units",,,101,,
"CUR","Current PPPs","FRA","France","2014","2014","OECDIDX","OECD=100","0","Units",,,100,,
"CUR","Current PPPs","FRA","France","2015","2015","OECDIDX","OECD=100","0","Units",,,99,,
"CUR","Current PPPs","FRA","France","2016","2016","OECDIDX","OECD=100","0","Units",,,100,,
"CUR","Current PPPs","FRA","France","2017","2017","OECDIDX","OECD=100","0","Units",,,100,,
"CUR","Current PPPs","FRA","France","2018","2018","OECDIDX","OECD=100","0","Units",,,100,,
"CUR","Current PPPs","FRA","France","2019","2019","OECDIDX","OECD=100","0","Units",,,101,,
"CST","Constant 2015 PPPs","FRA","France","2009","2009","OECDIDX","OECD=100","0","Units",,,99,,
"CST","Constant 2015 PPPs","FRA","France","2010","2010","OECDIDX","OECD=100","0","Units",,,98,,
"CST","Constant 2015 PPPs","FRA","France","2011","2011","OECDIDX","OECD=100","0","Units",,,98,,
"CST","Constant 2015 PPPs","FRA","France","2012","2012","OECDIDX","OECD=100","0","Units",,,97,,
"CST","Constant 2015 PPPs","FRA","France","2013","2013","OECDIDX","OECD=100","0","Units",,,96,,
"CST","Constant 2015 PPPs","FRA","France","2014","2014","OECDIDX","OECD=100","0","Units",,,95,,
"CST","Constant 2015 PPPs","FRA","France","2015","2015","OECDIDX","OECD=100","0","Units",,,94,,
"CST","Constant 2015 PPPs","FRA","France","2016","2016","OECDIDX","OECD=100","0","Units",,,94,,
"CST","Constant 2015 PPPs","FRA","France","2017","2017","OECDIDX","OECD=100","0","Units",,,93,,
"CST","Constant 2015 PPPs","FRA","France","2018","2018","OECDIDX","OECD=100","0","Units",,,93,,
"CST","Constant 2015 PPPs","FRA","France","2019","2019","OECDIDX","OECD=100","0","Units",,,93,,
"PPP","Purchasing Power Parities","DEU","Germany","2009","2009","NATUSD","National currency per US dollar","0","Units",,,0.81,,
"PPP","Purchasing Power Parities","DEU","Germany","2010","2010","NATUSD","National currency per US dollar","0","Units",,,0.805,,
"PPP","Purchasing Power Parities","DEU","Germany","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.789,,
"PPP","Purchasing Power Parities","DEU","Germany","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.787,,
"PPP","Purchasing Power Parities","DEU","Germany","2013","2013","NATUSD","National currency per US dollar","0","Units",,,0.775,,
"PPP","Purchasing Power Parities","DEU","Germany","2014","2014","NATUSD","National currency per US dollar","0","Units",,,0.769,,
"PPP","Purchasing Power Parities","DEU","Germany","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.778,,
"PPP","Purchasing Power Parities","DEU","Germany","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.753,,
"PPP","Purchasing Power Parities","DEU","Germany","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.741,,
"PPP","Purchasing Power Parities","DEU","Germany","2018","2018","NATUSD","National currency per US dollar","0","Units",,,0.741,,
"PPP","Purchasing Power Parities","DEU","Germany","2019","2019","NATUSD","National currency per US dollar","0","Units",,,0.742,,
"CPL","Comparative Price Levels","DEU","Germany","2009","2009","OECDIDX","OECD=100","0","Units",,,111,,
"CPL","Comparative Price Levels","DEU","Germany","2010","2010","OECDIDX","OECD=100","0","Units",,,104,,
"CPL","Comparative Price Levels","DEU","Germany","2011","2011","OECDIDX","OECD=100","0","Units",,,105,,
"CPL","Comparative Price Levels","DEU","Germany","2012","2012","OECDIDX","OECD=100","0","Units",,,100,,
"CPL","Comparative Price Levels","DEU","Germany","2013","2013","OECDIDX","OECD=100","0","Units",,,105,,
"CPL","Comparative Price Levels","DEU","Germany","2014","2014","OECDIDX","OECD=100","0","Units",,,105,,
"CPL","Comparative Price Levels","DEU","Germany","2015","2015","OECDIDX","OECD=100","0","Units",,,98,,
"CPL","Comparative Price Levels","DEU","Germany","2016","2016","OECDIDX","OECD=100","0","Units",,,96,,
"CPL","Comparative Price Levels","DEU","Germany","2017","2017","OECDIDX","OECD=100","0","Units",,,97,,
"CPL","Comparative Price Levels","DEU","Germany","2018","2018","OECDIDX","OECD=100","0","Units",,,100,,
"CPL","Comparative Price Levels","DEU","Germany","2019","2019","OECDIDX","OECD=100","0","Units",,,97,,
"CUR","Current PPPs","DEU","Germany","2009","2009","OECDIDX","OECD=100","0","Units",,,110,,
"CUR","Current PPPs","DEU","Germany","2010","2010","OECDIDX","OECD=100","0","Units",,,112,,
"CUR","Current PPPs","DEU","Germany","2011","2011","OECDIDX","OECD=100","0","Units",,,116,,
"CUR","Current PPPs","DEU","Germany","2012","2012","OECDIDX","OECD=100","0","Units",,,115,,
"CUR","Current PPPs","DEU","Germany","2013","2013","OECDIDX","OECD=100","0","Units",,,115,,
"CUR","Current PPPs","DEU","Germany","2014","2014","OECDIDX","OECD=100","0","Units",,,117,,
"CUR","Current PPPs","DEU","Germany","2015","2015","OECDIDX","OECD=100","0","Units",,,115,,
"CUR","Current PPPs","DEU","Germany","2016","2016","OECDIDX","OECD=100","0","Units",,,118,,
"CUR","Current PPPs","DEU","Germany","2017","2017","OECDIDX","OECD=100","0","Units",,,119,,
"CUR","Current PPPs","DEU","Germany","2018","2018","OECDIDX","OECD=100","0","Units",,,118,,
"CUR","Current PPPs","DEU","Germany","2019","2019","OECDIDX","OECD=100","0","Units",,,117,,
"CST","Constant 2015 PPPs","DEU","Germany","2009","2009","OECDIDX","OECD=100","0","Units",,,110,,
"CST","Constant 2015 PPPs","DEU","Germany","2010","2010","OECDIDX","OECD=100","0","Units",,,112,,
"CST","Constant 2015 PPPs","DEU","Germany","2011","2011","OECDIDX","OECD=100","0","Units",,,115,,
"CST","Constant 2015 PPPs","DEU","Germany","2012","2012","OECDIDX","OECD=100","0","Units",,,114,,
"CST","Constant 2015 PPPs","DEU","Germany","2013","2013","OECDIDX","OECD=100","0","Units",,,113,,
"CST","Constant 2015 PPPs","DEU","Germany","2014","2014","OECDIDX","OECD=100","0","Units",,,113,,
"CST","Constant 2015 PPPs","DEU","Germany","2015","2015","OECDIDX","OECD=100","0","Units",,,112,,
"CST","Constant 2015 PPPs","DEU","Germany","2016","2016","OECDIDX","OECD=100","0","Units",,,112,,
"CST","Constant 2015 PPPs","DEU","Germany","2017","2017","OECDIDX","OECD=100","0","Units",,,112,,
"CST","Constant 2015 PPPs","DEU","Germany","2018","2018","OECDIDX","OECD=100","0","Units",,,112,,
"CST","Constant 2015 PPPs","DEU","Germany","2019","2019","OECDIDX","OECD=100","0","Units",,,111,,
"PPP","Purchasing Power Parities","GRC","Greece","2009","2009","NATUSD","National currency per US dollar","0","Units",,,0.704,,
"PPP","Purchasing Power Parities","GRC","Greece","2010","2010","NATUSD","National currency per US dollar","0","Units",,,0.721,,
"PPP","Purchasing Power Parities","GRC","Greece","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.713,,
"PPP","Purchasing Power Parities","GRC","Greece","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.685,,
"PPP","Purchasing Power Parities","GRC","Greece","2013","2013","NATUSD","National currency per US dollar","0","Units",,,0.631,,
"PPP","Purchasing Power Parities","GRC","Greece","2014","2014","NATUSD","National currency per US dollar","0","Units",,,0.611,,
"PPP","Purchasing Power Parities","GRC","Greece","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.609,,
"PPP","Purchasing Power Parities","GRC","Greece","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.589,,
"PPP","Purchasing Power Parities","GRC","Greece","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.576,,
"PPP","Purchasing Power Parities","GRC","Greece","2018","2018","NATUSD","National currency per US dollar","0","Units",,,0.567,,
"PPP","Purchasing Power Parities","GRC","Greece","2019","2019","NATUSD","National currency per US dollar","0","Units",,,0.561,,
"CPL","Comparative Price Levels","GRC","Greece","2009","2009","OECDIDX","OECD=100","0","Units",,,96,,
"CPL","Comparative Price Levels","GRC","Greece","2010","2010","OECDIDX","OECD=100","0","Units",,,94,,
"CPL","Comparative Price Levels","GRC","Greece","2011","2011","OECDIDX","OECD=100","0","Units",,,95,,
"CPL","Comparative Price Levels","GRC","Greece","2012","2012","OECDIDX","OECD=100","0","Units",,,87,,
"CPL","Comparative Price Levels","GRC","Greece","2013","2013","OECDIDX","OECD=100","0","Units",,,85,,
"CPL","Comparative Price Levels","GRC","Greece","2014","2014","OECDIDX","OECD=100","0","Units",,,84,,
"CPL","Comparative Price Levels","GRC","Greece","2015","2015","OECDIDX","OECD=100","0","Units",,,76,,
"CPL","Comparative Price Levels","GRC","Greece","2016","2016","OECDIDX","OECD=100","0","Units",,,75,,
"CPL","Comparative Price Levels","GRC","Greece","2017","2017","OECDIDX","OECD=100","0","Units",,,75,,
"CPL","Comparative Price Levels","GRC","Greece","2018","2018","OECDIDX","OECD=100","0","Units",,,76,,
"CPL","Comparative Price Levels","GRC","Greece","2019","2019","OECDIDX","OECD=100","0","Units",,,73,,
"CUR","Current PPPs","GRC","Greece","2009","2009","OECDIDX","OECD=100","0","Units",,,89,,
"CUR","Current PPPs","GRC","Greece","2010","2010","OECDIDX","OECD=100","0","Units",,,80,,
"CUR","Current PPPs","GRC","Greece","2011","2011","OECDIDX","OECD=100","0","Units",,,71,,
"CUR","Current PPPs","GRC","Greece","2012","2012","OECDIDX","OECD=100","0","Units",,,67,,
"CUR","Current PPPs","GRC","Greece","2013","2013","OECDIDX","OECD=100","0","Units",,,67,,
"CUR","Current PPPs","GRC","Greece","2014","2014","OECDIDX","OECD=100","0","Units",,,67,,
"CUR","Current PPPs","GRC","Greece","2015","2015","OECDIDX","OECD=100","0","Units",,,65,,
"CUR","Current PPPs","GRC","Greece","2016","2016","OECDIDX","OECD=100","0","Units",,,65,,
"CUR","Current PPPs","GRC","Greece","2017","2017","OECDIDX","OECD=100","0","Units",,,65,,
"CUR","Current PPPs","GRC","Greece","2018","2018","OECDIDX","OECD=100","0","Units",,,66,,
"CUR","Current PPPs","GRC","Greece","2019","2019","OECDIDX","OECD=100","0","Units",,,66,,
"CST","Constant 2015 PPPs","GRC","Greece","2009","2009","OECDIDX","OECD=100","0","Units",,,77,,
"CST","Constant 2015 PPPs","GRC","Greece","2010","2010","OECDIDX","OECD=100","0","Units",,,71,,
"CST","Constant 2015 PPPs","GRC","Greece","2011","2011","OECDIDX","OECD=100","0","Units",,,63,,
"CST","Constant 2015 PPPs","GRC","Greece","2012","2012","OECDIDX","OECD=100","0","Units",,,58,,
"CST","Constant 2015 PPPs","GRC","Greece","2013","2013","OECDIDX","OECD=100","0","Units",,,56,,
"CST","Constant 2015 PPPs","GRC","Greece","2014","2014","OECDIDX","OECD=100","0","Units",,,56,,
"CST","Constant 2015 PPPs","GRC","Greece","2015","2015","OECDIDX","OECD=100","0","Units",,,55,,
"CST","Constant 2015 PPPs","GRC","Greece","2016","2016","OECDIDX","OECD=100","0","Units",,,55,,
"CST","Constant 2015 PPPs","GRC","Greece","2017","2017","OECDIDX","OECD=100","0","Units",,,54,,
"CST","Constant 2015 PPPs","GRC","Greece","2018","2018","OECDIDX","OECD=100","0","Units",,,55,,
"CST","Constant 2015 PPPs","GRC","Greece","2019","2019","OECDIDX","OECD=100","0","Units",,,55,,
"PPP","Purchasing Power Parities","HUN","Hungary","2009","2009","NATUSD","National currency per US dollar","0","Units",,,128,,
"PPP","Purchasing Power Parities","HUN","Hungary","2010","2010","NATUSD","National currency per US dollar","0","Units",,,126,,
"PPP","Purchasing Power Parities","HUN","Hungary","2011","2011","NATUSD","National currency per US dollar","0","Units",,,124,,
"PPP","Purchasing Power Parities","HUN","Hungary","2012","2012","NATUSD","National currency per US dollar","0","Units",,,126,,
"PPP","Purchasing Power Parities","HUN","Hungary","2013","2013","NATUSD","National currency per US dollar","0","Units",,,125,,
"PPP","Purchasing Power Parities","HUN","Hungary","2014","2014","NATUSD","National currency per US dollar","0","Units",,,129,,
"PPP","Purchasing Power Parities","HUN","Hungary","2015","2015","NATUSD","National currency per US dollar","0","Units",,,133,,
"PPP","Purchasing Power Parities","HUN","Hungary","2016","2016","NATUSD","National currency per US dollar","0","Units",,,132,,
"PPP","Purchasing Power Parities","HUN","Hungary","2017","2017","NATUSD","National currency per US dollar","0","Units",,,134,,
"PPP","Purchasing Power Parities","HUN","Hungary","2018","2018","NATUSD","National currency per US dollar","0","Units",,,138,,
"PPP","Purchasing Power Parities","HUN","Hungary","2019","2019","NATUSD","National currency per US dollar","0","Units",,,142,,
"CPL","Comparative Price Levels","HUN","Hungary","2009","2009","OECDIDX","OECD=100","0","Units",,,62,,
"CPL","Comparative Price Levels","HUN","Hungary","2010","2010","OECDIDX","OECD=100","0","Units",,,59,,
"CPL","Comparative Price Levels","HUN","Hungary","2011","2011","OECDIDX","OECD=100","0","Units",,,59,,
"CPL","Comparative Price Levels","HUN","Hungary","2012","2012","OECDIDX","OECD=100","0","Units",,,55,,
"CPL","Comparative Price Levels","HUN","Hungary","2013","2013","OECDIDX","OECD=100","0","Units",,,57,,
"CPL","Comparative Price Levels","HUN","Hungary","2014","2014","OECDIDX","OECD=100","0","Units",,,57,,
"CPL","Comparative Price Levels","HUN","Hungary","2015","2015","OECDIDX","OECD=100","0","Units",,,54,,
"CPL","Comparative Price Levels","HUN","Hungary","2016","2016","OECDIDX","OECD=100","0","Units",,,54,,
"CPL","Comparative Price Levels","HUN","Hungary","2017","2017","OECDIDX","OECD=100","0","Units",,,56,,
"CPL","Comparative Price Levels","HUN","Hungary","2018","2018","OECDIDX","OECD=100","0","Units",,,58,,
"CPL","Comparative Price Levels","HUN","Hungary","2019","2019","OECDIDX","OECD=100","0","Units",,,57,,
"CUR","Current PPPs","HUN","Hungary","2009","2009","OECDIDX","OECD=100","0","Units",,,61,,
"CUR","Current PPPs","HUN","Hungary","2010","2010","OECDIDX","OECD=100","0","Units",,,61,,
"CUR","Current PPPs","HUN","Hungary","2011","2011","OECDIDX","OECD=100","0","Units",,,62,,
"CUR","Current PPPs","HUN","Hungary","2012","2012","OECDIDX","OECD=100","0","Units",,,61,,
"CUR","Current PPPs","HUN","Hungary","2013","2013","OECDIDX","OECD=100","0","Units",,,63,,
"CUR","Current PPPs","HUN","Hungary","2014","2014","OECDIDX","OECD=100","0","Units",,,64,,
"CUR","Current PPPs","HUN","Hungary","2015","2015","OECDIDX","OECD=100","0","Units",,,64,,
"CUR","Current PPPs","HUN","Hungary","2016","2016","OECDIDX","OECD=100","0","Units",,,65,,
"CUR","Current PPPs","HUN","Hungary","2017","2017","OECDIDX","OECD=100","0","Units",,,66,,
"CUR","Current PPPs","HUN","Hungary","2018","2018","OECDIDX","OECD=100","0","Units",,,68,,
"CUR","Current PPPs","HUN","Hungary","2019","2019","OECDIDX","OECD=100","0","Units",,,71,,
"CST","Constant 2015 PPPs","HUN","Hungary","2009","2009","OECDIDX","OECD=100","0","Units",,,66,,
"CST","Constant 2015 PPPs","HUN","Hungary","2010","2010","OECDIDX","OECD=100","0","Units",,,65,,
"CST","Constant 2015 PPPs","HUN","Hungary","2011","2011","OECDIDX","OECD=100","0","Units",,,65,,
"CST","Constant 2015 PPPs","HUN","Hungary","2012","2012","OECDIDX","OECD=100","0","Units",,,64,,
"CST","Constant 2015 PPPs","HUN","Hungary","2013","2013","OECDIDX","OECD=100","0","Units",,,65,,
"CST","Constant 2015 PPPs","HUN","Hungary","2014","2014","OECDIDX","OECD=100","0","Units",,,67,,
"CST","Constant 2015 PPPs","HUN","Hungary","2015","2015","OECDIDX","OECD=100","0","Units",,,68,,
"CST","Constant 2015 PPPs","HUN","Hungary","2016","2016","OECDIDX","OECD=100","0","Units",,,69,,
"CST","Constant 2015 PPPs","HUN","Hungary","2017","2017","OECDIDX","OECD=100","0","Units",,,70,,
"CST","Constant 2015 PPPs","HUN","Hungary","2018","2018","OECDIDX","OECD=100","0","Units",,,73,,
"CST","Constant 2015 PPPs","HUN","Hungary","2019","2019","OECDIDX","OECD=100","0","Units",,,76,,
"PPP","Purchasing Power Parities","ISL","Iceland","2009","2009","NATUSD","National currency per US dollar","0","Units",,,122,,
"PPP","Purchasing Power Parities","ISL","Iceland","2010","2010","NATUSD","National currency per US dollar","0","Units",,,133,,
"PPP","Purchasing Power Parities","ISL","Iceland","2011","2011","NATUSD","National currency per US dollar","0","Units",,,135,,
"PPP","Purchasing Power Parities","ISL","Iceland","2012","2012","NATUSD","National currency per US dollar","0","Units",,,137,,
"PPP","Purchasing Power Parities","ISL","Iceland","2013","2013","NATUSD","National currency per US dollar","0","Units",,,137,,
"PPP","Purchasing Power Parities","ISL","Iceland","2014","2014","NATUSD","National currency per US dollar","0","Units",,,139,,
"PPP","Purchasing Power Parities","ISL","Iceland","2015","2015","NATUSD","National currency per US dollar","0","Units",,,142,,
"PPP","Purchasing Power Parities","ISL","Iceland","2016","2016","NATUSD","National currency per US dollar","0","Units",,,140,,
"PPP","Purchasing Power Parities","ISL","Iceland","2017","2017","NATUSD","National currency per US dollar","0","Units",,,137,,
"PPP","Purchasing Power Parities","ISL","Iceland","2018","2018","NATUSD","National currency per US dollar","0","Units",,,137,,
"PPP","Purchasing Power Parities","ISL","Iceland","2019","2019","NATUSD","National currency per US dollar","0","Units",,,141,,
"CPL","Comparative Price Levels","ISL","Iceland","2009","2009","OECDIDX","OECD=100","0","Units",,,97,,
"CPL","Comparative Price Levels","ISL","Iceland","2010","2010","OECDIDX","OECD=100","0","Units",,,106,,
"CPL","Comparative Price Levels","ISL","Iceland","2011","2011","OECDIDX","OECD=100","0","Units",,,111,,
"CPL","Comparative Price Levels","ISL","Iceland","2012","2012","OECDIDX","OECD=100","0","Units",,,108,,
"CPL","Comparative Price Levels","ISL","Iceland","2013","2013","OECDIDX","OECD=100","0","Units",,,114,,
"CPL","Comparative Price Levels","ISL","Iceland","2014","2014","OECDIDX","OECD=100","0","Units",,,122,,
"CPL","Comparative Price Levels","ISL","Iceland","2015","2015","OECDIDX","OECD=100","0","Units",,,122,,
"CPL","Comparative Price Levels","ISL","Iceland","2016","2016","OECDIDX","OECD=100","0","Units",,,133,,
"CPL","Comparative Price Levels","ISL","Iceland","2017","2017","OECDIDX","OECD=100","0","Units",,,148,,
"CPL","Comparative Price Levels","ISL","Iceland","2018","2018","OECDIDX","OECD=100","0","Units",,,144,,
"CPL","Comparative Price Levels","ISL","Iceland","2019","2019","OECDIDX","OECD=100","0","Units",,,134,,
"CUR","Current PPPs","ISL","Iceland","2009","2009","OECDIDX","OECD=100","0","Units",,,123,,
"CUR","Current PPPs","ISL","Iceland","2010","2010","OECDIDX","OECD=100","0","Units",,,112,,
"CUR","Current PPPs","ISL","Iceland","2011","2011","OECDIDX","OECD=100","0","Units",,,111,,
"CUR","Current PPPs","ISL","Iceland","2012","2012","OECDIDX","OECD=100","0","Units",,,111,,
"CUR","Current PPPs","ISL","Iceland","2013","2013","OECDIDX","OECD=100","0","Units",,,113,,
"CUR","Current PPPs","ISL","Iceland","2014","2014","OECDIDX","OECD=100","0","Units",,,114,,
